"year","day","species","weight","avg","sd","n","catchID"
1997,22,"REKN",162,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",182,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",124,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",129,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",158,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",128,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",117,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",137,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",135,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",92,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",122,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",162,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",121,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",170,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",132,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",184,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",103,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",128,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",127,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",116,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",137,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",143,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",116,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",124,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",119,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",144,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",109,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",97,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",142,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",104,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",168,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",148,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",156,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",182,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",153,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",138,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",128,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",121,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",139,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",135,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",142,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",125,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",140,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",176,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",140,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",146,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",147,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",146,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",146,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",127,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",158,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",117,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",162,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",140,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",140,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",126,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",166,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",148,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",158,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",158,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",157,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",154,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",172,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",111,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",130,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",130,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",182,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",148,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",162,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",158,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",124,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",121,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",100,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",169,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",155,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",114,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",155,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",137,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",146,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",127,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",205,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",118,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",167,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",106,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",156,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",155,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",140,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",152,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",113,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",127,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",148,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",172,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",121,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",161,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",169,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",184,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",113,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",156,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",156,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",132,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",144,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",154,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",131,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",157,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",186,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",146,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",167,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",151,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",139,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",139,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",150,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",147,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",161,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",142,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",175,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",161,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",169,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",138,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",182,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",157,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",160,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",160,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",135,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",136,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",156,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",176,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",152,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",157,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",166,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",132,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",137,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",103,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",147,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",138,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",126,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",120,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",133,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",127,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",161,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",123,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",152,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",118,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",152,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",141,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",141,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",136,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",139,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",128,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",102,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",154,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",120,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",122,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",126,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",176,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",115,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",132,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",150,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",125,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",162,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",129,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",160,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",149,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",99,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",130,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",175,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",153,142.912790697674,20.8998855393582,172,1
1997,22,"REKN",166,142.912790697674,20.8998855393582,172,1
1997,23,"REKN",198,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",124,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",113,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",136,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",148,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",130,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",172,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",177,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",192,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",174,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",170,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",156,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",177,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",158,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",165,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",140,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",186,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",140,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",148,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",207,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",188,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",190,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",127,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",100,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",168,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",208,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",186,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",145,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",169,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",130,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",201,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",200,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",170,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",116,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",178,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",174,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",135,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",166,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",168,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",175,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",145,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",208,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",208,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",126,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",160,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",195,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",101,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",140,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",160,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",178,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",164,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",180,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",165,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",178,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",156,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",180,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",171,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",204,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",190,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",168,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",129,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",183,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",190,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",146,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",181,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",153,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",96,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",180,158.469387755102,26.8000015620484,196,1
1997,23,"REKN",170,158.469387755102,26.8000015620484,196,1
